Name,Level,Element,Damage,Damage Low,Damage High,STR,DEX,INT,CHA,LUK,END,WIS,Crit,Bonus,Melee Def,Pierce Def,Magic Def,Block,Parry,Dodge,All,Immobility,Health,Mana,Shrink,???,Bacon,Darkness,Disease,Energy,Evil,Fear,Fire,Good,Ice,Light,Metal,Nature,None,Poison,Silver,Stone,Water,Wind,Immobility+All,Health+All,Mana+All,Shrink+All,???+All,Bacon+All,Darkness+All,Disease+All,Energy+All,Evil+All,Fear+All,Fire+All,Good+All,Ice+All,Light+All,Metal+All,Nature+All,None+All,Poison+All,Silver+All,Stone+All,Water+All,Wind+All,DA,DC,Rare,Seasonal,DM,Guardian,Special Offer,Has Special,Item Type,Attack Type,Name No Link,Link
Form,24,Stone,48,42,54,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Staff,Magic,Form,http://forums2.battleon.com/f/fb.asp?m=13242082
Forsaken ShadowReaper of Doom,31,Darkness,70,53,87,5,0,0,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Axe,Melee,Forsaken ShadowReaper of Doom,http://forums2.battleon.com/f/fb.asp?m=20128961
Forsaken Skullstaff of Doom,31,Darkness,70,53,87,0,0,5,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Staff,Magic,Forsaken Skullstaff of Doom,http://forums2.battleon.com/f/fb.asp?m=20106013
Forsaken Twin Blades of Doom,31,Darkness,70,53,87,0,5,0,0,-5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Forsaken Twin Blades of Doom,http://forums2.battleon.com/f/fb.asp?m=20095025
Fortunate Luck O' the Sneevish,61,Stone,80,68,92,8,0,0,4,7,4,8,6,6,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,1,0,1,0,0,0,0,Axe,Melee,Fortunate Luck O' the Sneevish,http://forums2.battleon.com/f/fb.asp?m=20172833
Fortunate Luck O' the Sneevish Blade,61,Stone,80,68,92,0,8,0,4,7,4,8,6,6,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,1,0,1,0,0,0,0,Dagger,Pierce,Fortunate Luck O' the Sneevish Blade,http://forums2.battleon.com/f/fb.asp?m=20172838
Fortunate Luck O' the Sneevish Staff,61,Stone,80,68,92,0,0,8,4,7,4,8,6,6,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,10,0,10,0,1,0,1,0,0,0,0,Staff,Magic,Fortunate Luck O' the Sneevish Staff,http://forums2.battleon.com/f/fb.asp?m=20171334
Fortune's Edge,8,Wind,26,18,34,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Axe,Melee,Fortune's Edge,http://forums2.battleon.com/f/fb.asp?m=13080885
Fortune's Edge II,20,Wind,42,36,48,1,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Axe,Melee,Fortune's Edge II,http://forums2.battleon.com/f/fb.asp?m=13080937
Fortune's Edge III,31,Wind,53,45,61,2,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Axe,Melee,Fortune's Edge III,http://forums2.battleon.com/f/fb.asp?m=13080982
Fortune's Heir,34,Metal,56,48,64,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Fortune's Heir,http://forums2.battleon.com/f/fb.asp?m=11882881
Fractured Blade I,8,Fire,26,18,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Fractured Blade I,http://forums2.battleon.com/f/fb.asp?m=18868855
Fractured Blade II,28,Fire,50,40,60,2,0,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Fractured Blade II,http://forums2.battleon.com/f/fb.asp?m=18870167
Fractured Blade III,48,Fire,67,58,76,4,0,0,4,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Fractured Blade III,http://forums2.battleon.com/f/fb.asp?m=18870169
Fractured Blade IV,58,Fire,75,71,79,6,0,0,6,0,0,6,6,4,6,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Sword,Melee,Fractured Blade IV,http://forums2.battleon.com/f/fb.asp?m=18870170
Fractured Dagger I,8,Fire,26,18,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Fractured Dagger I,http://forums2.battleon.com/f/fb.asp?m=18868863
Fractured Dagger II,28,Fire,50,40,60,0,2,0,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Fractured Dagger II,http://forums2.battleon.com/f/fb.asp?m=18870183
Fractured Dagger III,48,Fire,67,58,76,0,4,0,4,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Fractured Dagger III,http://forums2.battleon.com/f/fb.asp?m=18870184
Fractured Dagger IV,58,Fire,75,71,79,0,6,0,6,0,0,6,6,4,6,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Dagger,Pierce,Fractured Dagger IV,http://forums2.battleon.com/f/fb.asp?m=18870187
Fractured Staff I,8,Fire,26,18,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Fractured Staff I,http://forums2.battleon.com/f/fb.asp?m=18867808
Fractured Staff II,28,Fire,50,40,60,0,0,2,2,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Fractured Staff II,http://forums2.battleon.com/f/fb.asp?m=18867813
Fractured Staff III,48,Fire,67,58,76,0,0,4,4,0,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Staff,Magic,Fractured Staff III,http://forums2.battleon.com/f/fb.asp?m=18867820
Fractured Staff IV,58,Fire,75,71,79,0,0,6,6,0,2,6,6,4,6,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,Staff,Magic,Fractured Staff IV,http://forums2.battleon.com/f/fb.asp?m=18867837
Fragile Sword,3,Metal,12,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sword,Melee,Fragile Sword,http://forums2.battleon.com/f/fb.asp?m=4152686
Fragmented Blade,60,Metal,6,6,6,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dagger,Pierce,Fragmented Blade,http://forums2.battleon.com/f/fb.asp?m=19855305
Fragrant Asteraceae,70,Good,86,78,94,10,10,10,4,0,7,8,10,6,0,0,0,8,8,8,0,5,-5,-5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,-5,-5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Fragrant Asteraceae,http://forums2.battleon.com/f/fb.asp?m=21972160
Fragrant Oleanderium,70,Stone,84,73,95,9,9,9,0,0,9,10,7,7,4,4,4,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Fragrant Oleanderium,http://forums2.battleon.com/f/fb.asp?m=20316372
Fragrant Sakura Scythe,70,Stone,84,73,95,9,9,9,0,0,9,10,7,7,0,0,0,1,1,1,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,Scythe,Magic/Pierce/Melee,Fragrant Sakura Scythe,http://forums2.battleon.com/f/fb.asp?m=21971927
Frankenblade,30,Disease,54,45,63,2,0,0,0,0,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade,http://forums2.battleon.com/f/fb.asp?m=16870797
Frankenblade,16,Stone,42,36,48,0,0,0,0,0,0,0,3,0,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,Dagger,Pierce,Frankenblade,http://forums2.battleon.com/f/fb.asp?m=5030427
Frankenblade II,40,Disease,63,57,69,2,0,0,0,0,5,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade II,http://forums2.battleon.com/f/fb.asp?m=16870882
Frankenblade III,50,Disease,70,63,77,3,0,2,0,0,6,0,4,0,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade III,http://forums2.battleon.com/f/fb.asp?m=16871002
Frankenblade IV,60,Disease,75,66,84,5,0,0,2,0,7,3,5,0,5,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade IV,http://forums2.battleon.com/f/fb.asp?m=16871206
Frankenblade V,70,Disease,83,70,96,7,0,0,2,0,9,5,6,2,6,6,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade V,http://forums2.battleon.com/f/fb.asp?m=19749983
Frankenblade VI,80,Disease,88,74,102,13,0,0,9,0,8,8,11,8,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,Sword,Melee,Frankenblade VI,http://forums2.battleon.com/f/fb.asp?m=19750031
FrankenEyes Staff,30,Disease,54,45,63,0,0,2,0,0,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff,http://forums2.battleon.com/f/fb.asp?m=16871329
FrankenEyes Staff II,40,Disease,63,57,69,0,0,2,0,0,5,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff II,http://forums2.battleon.com/f/fb.asp?m=16873507
FrankenEyes Staff III,50,Disease,70,63,77,0,0,3,2,0,6,0,4,0,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff III,http://forums2.battleon.com/f/fb.asp?m=16873525
FrankenEyes Staff IV,60,Disease,75,66,84,0,0,5,2,0,7,3,5,0,5,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff IV,http://forums2.battleon.com/f/fb.asp?m=16873537
FrankenEyes Staff V,70,Disease,83,70,96,0,0,7,2,0,9,5,6,2,6,6,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff V,http://forums2.battleon.com/f/fb.asp?m=19749984
FrankenEyes Staff VI,80,Disease,88,74,102,0,0,13,9,0,8,8,11,8,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,Staff,Magic,FrankenEyes Staff VI,http://forums2.battleon.com/f/fb.asp?m=19749995
FrankenFinger,30,Disease,54,45,63,0,2,0,0,0,4,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger,http://forums2.battleon.com/f/fb.asp?m=16875601
FrankenFinger II,40,Disease,63,57,69,0,2,0,0,0,5,0,3,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger II,http://forums2.battleon.com/f/fb.asp?m=16875657
FrankenFinger III,50,Disease,70,63,77,0,3,2,0,0,6,0,4,0,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger III,http://forums2.battleon.com/f/fb.asp?m=16875708
FrankenFinger IV,60,Disease,75,66,84,0,5,0,2,0,7,3,5,0,5,5,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger IV,http://forums2.battleon.com/f/fb.asp?m=16889421
FrankenFinger V,70,Disease,83,70,96,0,7,0,2,0,9,5,6,2,6,6,6,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,10,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger V,http://forums2.battleon.com/f/fb.asp?m=19749961
FrankenFinger VI,80,Disease,88,74,102,0,13,0,9,0,8,8,11,8,8,8,8,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,13,0,0,1,0,0,1,0,0,0,0,Dagger,Pierce,FrankenFinger VI,http://forums2.battleon.com/f/fb.asp?m=19749966
Freedom,80,Stone,88,74,102,12,0,0,6,6,7,7,11,9,7,7,7,2,2,2,0,0,-7,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,10,0,-7,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002594
Freedom,70,Stone,80,72,88,9,0,0,6,6,6,6,9,7,5,5,5,1,1,1,0,0,-3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,6,0,-3,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002592
Freedom,60,Stone,74,62,86,8,0,0,5,5,5,5,7,6,4,4,4,0,0,0,0,0,-2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,5,0,-2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002588
Freedom,50,Stone,67,61,73,6,0,0,4,4,4,4,6,5,3,3,3,0,0,0,0,0,-2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,0,-2,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002587
Freedom,40,Stone,62,54,70,4,0,0,4,4,4,0,4,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154083
Freedom,40,Stone,60,50,70,4,0,0,2,2,2,2,5,4,3,3,3,0,0,0,0,0,-1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,-1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002586
Freedom,35,Stone,57,49,65,4,0,0,4,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154066
Freedom,30,Stone,53.5,49,58,4,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154052
Freedom,30,Stone,50,42,58,3,0,0,1,1,1,1,4,3,2,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002585
Freedom,25,Stone,48,42,54,4,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154045
Freedom,20,Stone,44,24,64,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154022
Freedom,20,Stone,40,29,51,1,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=22002584
Freedom,15,Stone,38,33,43,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14154012
Freedom,10,Stone,32,32,32,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14153993
Freedom,10,Stone,27,21,33,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,Sword,Melee,Freedom,http://forums2.battleon.com/f/fb.asp?m=14156532
Freezing Icicle Scythe,50,Ice,68,58,78,2,2,2,0,0,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scythe,Magic/Pierce/Melee,Freezing Icicle Scythe,http://forums2.battleon.com/f/fb.asp?m=18490308
Freezing Point,31,Ice,54,43,65,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Sword,Melee,Freezing Point,http://forums2.battleon.com/f/fb.asp?m=11365119
Frequency,45,Light,68,65,71,5,0,0,3,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Sword,Melee,Frequency,http://forums2.battleon.com/f/fb.asp?m=14627848
